t,motor_tested,curr_target_mA,on_target,i_q_RI8523_mA,futek_torque_Nm
0.501868724822998,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.05400164799951171
0.5054829120635986,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.060751853999452265
0.5107421875,RI8523,-10.0,1,85.87799999999993,-8.821157095302182,-0.04995152439955247
0.5146641731262207,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.059401812799461606
0.5218296051025391,RI8523,-10.0,1,85.87799999999993,-8.81231826053735,-0.059401812799461606
0.5270481109619141,RI8523,-10.0,1,85.87799999999993,-8.81231826053735,-0.05805177159947411
0.5338623523712158,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.05805177159947411
0.5400762557983398,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.05535168919949918
0.5458033084869385,RI8523,-10.0,1,85.87799999999993,-8.891867773420836,-0.059401812799461606
0.5528993606567383,RI8523,-10.0,1,85.87799999999993,-8.81231826053735,-0.05265160679952424
0.5563809871673584,RI8523,-10.0,1,85.87799999999993,-8.821157095302182,-0.0648019775994147
0.5593953132629395,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.06210189519943973
0.5621354579925537,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.05130156559953675
0.5648119449615479,RI8523,-10.0,1,85.87799999999993,-8.81231826053735,-0.05130156559953675
0.5672829151153564,RI8523,-10.0,1,85.87799999999993,-8.856512434361509,-0.05400164799951171
0.5705649852752686,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.05535168919949918
0.5733768939971924,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.059401812799461606
0.5776529312133789,RI8523,-10.0,1,85.87799999999993,-8.865351269126341,-0.0648019775994147
0.581432580947876,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.05265160679952424
0.5850398540496826,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.0648019775994147
0.5876748561859131,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.056701730399486644
0.5913808345794678,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.0688521011993771
0.5947275161743164,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.06210189519943973
0.5978155136108398,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.059401812799461606
0.6003453731536865,RI8523,-10.0,1,85.87799999999993,-8.856512434361509,-0.05805177159947411
0.603381872177124,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.060751853999452265
0.6064281463623047,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.05805177159947411
0.6094725131988525,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.05535168919949918
0.6125178337097168,RI8523,-10.0,1,85.87799999999993,-8.856512434361509,-0.05535168919949918
0.6155304908752441,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.05535168919949918
0.6185777187347412,RI8523,-10.0,1,85.87799999999993,-8.874190103891173,-0.060751853999452265
0.6216256618499756,RI8523,-10.0,1,85.87799999999993,-8.821157095302182,-0.0634519363994272
0.6247363090515137,RI8523,-10.0,1,85.87799999999993,-8.865351269126341,-0.07020214239936456
0.6278808116912842,RI8523,-10.0,1,85.87799999999993,-8.856512434361509,-0.059401812799461606
0.6308414936065674,RI8523,-10.0,1,85.87799999999993,-8.865351269126341,-0.059401812799461606
0.6338741779327393,RI8523,-10.0,1,85.87799999999993,-8.856512434361509,-0.05535168919949918
0.6367232799530029,RI8523,-10.0,1,85.87799999999993,-8.865351269126341,-0.06210189519943973
0.6398110389709473,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.05805177159947411
0.6427338123321533,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.06615201879940216
0.6456317901611328,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.060751853999452265
0.6485068798065186,RI8523,-10.0,1,85.87799999999993,-8.865351269126341,-0.060751853999452265
0.6515219211578369,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.05265160679952424
0.6548192501068115,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.059401812799461606
0.6575608253479004,RI8523,-10.0,1,85.87799999999993,-8.865351269126341,-0.05805177159947411
0.6603379249572754,RI8523,-10.0,1,85.87799999999993,-8.856512434361509,-0.059401812799461606
0.6628434658050537,RI8523,-10.0,1,85.87799999999993,-8.856512434361509,-0.05130156559953675
0.6655941009521484,RI8523,-10.0,1,85.87799999999993,-8.856512434361509,-0.05535168919949918
0.6684455871582031,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.05400164799951171
0.6713602542877197,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.060751853999452265
0.6746108531951904,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.0688521011993771
0.6776633262634277,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.05265160679952424
0.680513858795166,RI8523,-10.0,1,85.87799999999993,-8.821157095302182,-0.05265160679952424
0.6835494041442871,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.056701730399486644
0.6865687370300293,RI8523,-10.0,1,85.87799999999993,-8.865351269126341,-0.059401812799461606
0.6896262168884277,RI8523,-10.0,1,85.87799999999993,-8.865351269126341,-0.056701730399486644
0.6926722526550293,RI8523,-10.0,1,85.87799999999993,-8.856512434361509,-0.05535168919949918
0.695826530456543,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.059401812799461606
0.698789119720459,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.059401812799461606
0.7019150257110596,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.06210189519943973
0.7048931121826172,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.0634519363994272
0.7079160213470459,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.06210189519943973
0.710895299911499,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.05130156559953675
0.7139060497283936,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.06210189519943973
0.7168164253234863,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.06750205999938963
0.7197525501251221,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.05535168919949918
0.7226762771606445,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.060751853999452265
0.7256929874420166,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.0634519363994272
0.7286813259124756,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.06210189519943973
0.7316269874572754,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.05265160679952424
0.7346236705780029,RI8523,-10.0,1,85.87799999999993,-8.865351269126341,-0.05265160679952424
0.7374775409698486,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.05535168919949918
0.740668773651123,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.05805177159947411
0.7435274124145508,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.06210189519943973
0.7468142509460449,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.056701730399486644
0.7516181468963623,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.060751853999452265
0.7543277740478516,RI8523,-10.0,1,85.87799999999993,-8.856512434361509,-0.06210189519943973
0.7565903663635254,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.056701730399486644
0.7596263885498047,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.056701730399486644
0.7626547813415527,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.06615201879940216
0.765721321105957,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.059401812799461606
0.7687454223632812,RI8523,-10.0,1,85.87799999999993,-8.821157095302182,-0.059401812799461606
0.771782398223877,RI8523,-10.0,1,85.87799999999993,-8.821157095302182,-0.05805177159947411
0.7764856815338135,RI8523,-10.0,1,85.87799999999993,-8.81231826053735,-0.0648019775994147
0.7797622680664062,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.05805177159947411
0.7830314636230469,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.05805177159947411
0.7863459587097168,RI8523,-10.0,1,85.87799999999993,-8.81231826053735,-0.059401812799461606
0.789339542388916,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.05805177159947411
0.7917170524597168,RI8523,-10.0,1,85.87799999999993,-8.821157095302182,-0.059401812799461606
0.794806957244873,RI8523,-10.0,1,85.87799999999993,-8.821157095302182,-0.05805177159947411
0.7978610992431641,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.0648019775994147
0.8006832599639893,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.056701730399486644
0.803504467010498,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.0648019775994147
0.8077151775360107,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.0648019775994147
0.810122013092041,RI8523,-10.0,1,85.87799999999993,-8.81231826053735,-0.0648019775994147
0.8126568794250488,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.05805177159947411
0.8156423568725586,RI8523,-10.0,1,85.87799999999993,-8.821157095302182,-0.06615201879940216
0.8187739849090576,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.06210189519943973
0.8218135833740234,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.0648019775994147
0.8248043060302734,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.059401812799461606
0.8279128074645996,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.056701730399486644
0.8308894634246826,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.059401812799461606
0.8338887691497803,RI8523,-10.0,1,85.87799999999993,-8.81231826053735,-0.06210189519943973
0.8369112014770508,RI8523,-10.0,1,85.87799999999993,-8.856512434361509,-0.05805177159947411
0.8397214412689209,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.056701730399486644
0.842674732208252,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.06615201879940216
0.845923900604248,RI8523,-10.0,1,85.87799999999993,-8.821157095302182,-0.05805177159947411
0.8486549854278564,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.056701730399486644
0.8515222072601318,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.05130156559953675
0.8545160293579102,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.05265160679952424
0.858557939529419,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.059401812799461606
0.8610522747039795,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.06750205999938963
0.863466739654541,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.05805177159947411
0.8667221069335938,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.05265160679952424
0.8698954582214355,RI8523,-10.0,1,85.87799999999993,-8.865351269126341,-0.05805177159947411
0.8734211921691895,RI8523,-10.0,1,85.87799999999993,-8.856512434361509,-0.06210189519943973
0.875917911529541,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.06615201879940216
0.8787498474121094,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.05400164799951171
0.8817627429962158,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.060751853999452265
0.8846945762634277,RI8523,-10.0,1,85.87799999999993,-8.856512434361509,-0.05805177159947411
0.8883199691772461,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.05805177159947411
0.8909103870391846,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.060751853999452265
0.8938932418823242,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.056701730399486644
0.896892786026001,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.0648019775994147
0.8999161720275879,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.059401812799461606
0.902888298034668,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.07020214239936456
0.9059081077575684,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.06615201879940216
0.9087405204772949,RI8523,-10.0,1,85.87799999999993,-8.821157095302182,-0.0648019775994147
0.9117202758789062,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.05535168919949918
0.9146487712860107,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.06210189519943973
0.9177207946777344,RI8523,-10.0,1,85.87799999999993,-8.856512434361509,-0.06750205999938963
0.920818567276001,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.04185127719962445
0.9235186576843262,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.05400164799951171
0.9265079498291016,RI8523,-10.0,1,85.87799999999993,-8.821157095302182,-0.05535168919949918
0.9296512603759766,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.056701730399486644
0.9325094223022461,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.05535168919949918
0.935636043548584,RI8523,-10.0,1,85.87799999999993,-8.821157095302182,-0.05535168919949918
0.9384377002716064,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.06615201879940216
0.941643476486206,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.05265160679952424
0.9444906711578369,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.05265160679952424
0.9475054740905762,RI8523,-10.0,1,85.87799999999993,-8.865351269126341,-0.056701730399486644
0.9505398273468018,RI8523,-10.0,1,85.87799999999993,-8.856512434361509,-0.0688521011993771
0.9537017345428467,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.05535168919949918
0.9566285610198975,RI8523,-10.0,1,85.87799999999993,-8.865351269126341,-0.0648019775994147
0.9596467018127441,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.05805177159947411
0.9628024101257324,RI8523,-10.0,1,85.87799999999993,-8.865351269126341,-0.060751853999452265
0.9657669067382812,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.0634519363994272
0.9688189029693604,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.06210189519943973
0.9717714786529541,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.060751853999452265
0.9749042987823486,RI8523,-10.0,1,85.87799999999993,-8.856512434361509,-0.059401812799461606
0.9779856204986572,RI8523,-10.0,1,85.87799999999993,-8.856512434361509,-0.05805177159947411
0.9809403419494629,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.05400164799951171
0.9839136600494385,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.05400164799951171
0.9866490364074707,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.060751853999452265
0.9897217750549316,RI8523,-10.0,1,85.87799999999993,-8.865351269126341,-0.048601483199565004
0.9926633834838867,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.05805177159947411
0.9956459999084473,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.06210189519943973
0.9986419677734375,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.05535168919949918
1.0015156269073486,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.04590140079958688
1.0045337677001953,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.05400164799951171
1.0075201988220215,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.056701730399486644
1.0108606815338135,RI8523,-10.0,1,85.87799999999993,-8.865351269126341,-0.05805177159947411
1.013718605041504,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.04050123599963698
1.0166430473327637,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.06210189519943973
1.0194566249847412,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.05130156559953675
1.022625207901001,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.056701730399486644
1.0254485607147217,RI8523,-10.0,1,85.87799999999993,-8.865351269126341,-0.05130156559953675
1.0285091400146484,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.05265160679952424
1.0315358638763428,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.05805177159947411
1.0345735549926758,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.056701730399486644
1.0376029014587402,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.060751853999452265
1.0406475067138672,RI8523,-10.0,1,85.87799999999993,-8.856512434361509,-0.05535168919949918
1.0436389446258545,RI8523,-10.0,1,85.87799999999993,-8.856512434361509,-0.05130156559953675
1.0466835498809814,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.059401812799461606
1.049731969833374,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.05130156559953675
1.0527575016021729,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.05400164799951171
1.0557196140289307,RI8523,-10.0,1,85.87799999999993,-8.856512434361509,-0.060751853999452265
1.058753252029419,RI8523,-10.0,1,85.87799999999993,-8.856512434361509,-0.05535168919949918
1.0624198913574219,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.05265160679952424
1.0659458637237549,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.04590140079958688
1.0689055919647217,RI8523,-10.0,1,85.87799999999993,-8.856512434361509,-0.05130156559953675
1.0716423988342285,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.05130156559953675
1.0746376514434814,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.06210189519943973
1.077709436416626,RI8523,-10.0,1,85.87799999999993,-8.821157095302182,-0.056701730399486644
1.0806362628936768,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.05805177159947411
1.0836329460144043,RI8523,-10.0,1,85.87799999999993,-8.883028938656006,-0.060751853999452265
1.0865185260772705,RI8523,-10.0,1,85.87799999999993,-8.847673599596678,-0.05265160679952424
1.0895195007324219,RI8523,-10.0,1,85.87799999999993,-8.829995930067014,-0.059401812799461606
1.0925230979919434,RI8523,-10.0,1,85.87799999999993,-8.838834764831846,-0.060751853999452265
