t,motor_tested,curr_target_mA,on_target,i_q_RI8523_mA,futek_torque_Nm
0.0018093585968017578,RI8523,-3.0,1,3.996,-0.15026019100214139,-0.039151194799643116
0.005197286605834961,RI8523,-3.0,1,3.339,-2.7753941161571993,-0.037801153599655635
0.00789499282836914,RI8523,-3.0,1,1.296,-2.7577164466275357,-0.33211013519699506
0.01153111457824707,RI8523,-3.0,1,358.101,-3.031720324337323,-1.3824421887874985
0.014596223831176758,RI8523,-3.0,1,355.491,-3.4825008973437472,-1.4499442487868912
0.017041683197021484,RI8523,-3.0,1,355.401,-3.2968853672822784,-0.6196689107943972
0.019542694091796875,RI8523,-3.0,1,356.445,-2.8991378028648453,-0.30645935239722666
0.022745370864868164,RI8523,-3.0,1,356.823,-2.8461047942758544,-0.4671142551957743
0.025541305541992188,RI8523,-3.0,1,356.589,-3.0140426548076595,-0.6925711355937367
0.028535127639770508,RI8523,-3.0,1,356.526,-3.040559159102155,-0.5859178807947008
0.03142428398132324,RI8523,-3.0,1,356.571,-3.0140426548076595,-0.5791676747947634
0.0344085693359375,RI8523,-3.0,1,356.571,-3.0140426548076595,-0.5778176335947759
0.03750467300415039,RI8523,-3.0,1,356.571,-3.0228814895724914,-0.5805177159947509
0.04046511650085449,RI8523,-3.0,1,356.571,-3.0140426548076595,-0.5710674275948354
0.04398226737976074,RI8523,-3.0,1,356.571,-2.996364985277996,-0.5805177159947509
0.04668855667114258,RI8523,-3.0,1,356.571,-3.0140426548076595,-0.5764675923947853
0.04965400695800781,RI8523,-3.0,1,356.571,-3.031720324337323,-0.5805177159947509
0.052561283111572266,RI8523,-3.0,1,356.571,-3.0140426548076595,-0.5751175511947978
0.05560874938964844,RI8523,-3.0,1,356.571,-2.987526150513164,-0.5710674275948354
0.05882549285888672,RI8523,-3.0,1,356.571,-3.031720324337323,-0.5764675923947853
0.061794281005859375,RI8523,-3.0,1,356.571,-2.996364985277996,-0.5805177159947509
0.0647432804107666,RI8523,-3.0,1,356.571,-3.0228814895724914,-0.5629671803949073
0.06952285766601562,RI8523,-3.0,1,356.571,-3.0052038200428277,-0.5724174687948228
